
		//
		// Overwatch localized names
		//
		"CSGO_Overwatch_TheSuspect"			"The Suspect"
		"CSGO_set_weapons_ii"					"The Arms Deal 2 Collection"
		"CSGO_set_weapons_ii_desc"				""

		"CSGO_set_esports_ii"					"The eSports 2013 Winter Collection"
//		"CSGO_set_esports_ii_desc"				"A portion of the proceeds from the key used to unlock this will help support CS:GO professional tournament prize pools."

		"CSGO_set_esports_2014_summer"			"The eSports 2014 Summer Collection"
//		"CSGO_set_esports_2014_summer_desc"		"A portion of the proceeds from the key used to unlock this will help support CS:GO professional tournament prize pools."

		"CSGO_set_community_1"					"The Winter Offensive Collection"
		"#CSGO_set_community_1_desc"			""
		
		"CSGO_set_weapons_iii"					"The Arms Deal 3 Collection"
		"CSGO_set_weapons_iii_desc"				""

		"CSGO_set_community_2"					"The Phoenix Collection"
		"CSGO_set_community_2_desc"				""

		"CSGO_set_community_3"					"The Huntsman Collection"
		"CSGO_set_community_3_desc"				""
		
		"CSGO_set_community_4"					"The Breakout Collection"
		"CSGO_set_community_4_desc"				""
		
		"CSGO_set_community_5"					"The Vanguard Collection"
		"CSGO_set_community_5_desc"				""
		
		"CSGO_set_community_6"					"The Chroma Collection"
		"CSGO_set_community_6_desc"				""
		
		"CSGO_set_community_7"					"The Chroma 2 Collection"
		"CSGO_set_community_7_desc"				""
		
		"CSGO_set_community_8"					"The Falchion Collection"
		"CSGO_set_community_8_desc"				""
		
		"CSGO_set_community_9"					"The Shadow Collection"
		"CSGO_set_community_9_desc"				""
		
		"CSGO_set_bank"							"The Bank Collection"
		"CSGO_set_bank_desc"					""
		
		"CSGO_set_baggage"						"The Baggage Collection"
		"CSGO_set_baggage_desc"					""
		
		"CSGO_set_cobblestone"					"The Cobblestone Collection"
		"CSGO_set_cobblestone_desc"				""
		
		"CSGO_set_overpass"						"The Overpass Collection"
		"CSGO_set_overpass_desc"				""
				
		"CSGO_set_cache"						"The Cache Collection"
		"CSGO_set_cache_desc"				""
		
		"CSGO_set_gods_and_monsters"			"The Gods and Monsters Collection"
		"CSGO_set_gods_and_monsters_desc"		""
		
		"CSGO_set_chopshop"						"The Chop Shop Collection"
		"CSGO_set_chopshop_desc"				""
		
		"CSGO_set_kimono"						"The Rising Sun Collection"
		"CSGO_set_kimono_desc"					""
		"CSGO_set_community_10"			"The Revolver Case Collection"
		"CSGO_set_community_10_desc"		""
		"CSGO_set_community_11"			"The Wildfire Collection"
		"CSGO_set_community_11_desc"		""
		"CSGO_set_community_12"			"The Chroma 3 Collection"
		"CSGO_set_community_12_desc"		""
		"CSGO_set_community_13"			"The Gamma Collection"
		"CSGO_set_community_13_desc"		""
		"CSGO_set_Gamma_2"			"The Gamma 2 Collection"
		"CSGO_set_Gamma_2_desc"		""
		"CSGO_set_community_15"			"The Glove Collection"
		"CSGO_set_community_15_desc"		""









		/////////////////
		// lootlist override strings
		//////////////////

		
		"lootlist_1"	    "Contains an item from <b>The Arms Deal Collection</b>:"
		"lootlist_2"		"Contains an item from <b>The eSports 2013 Collection</b>:"
		"lootlist_3"		"Contains an item from <b>The Bravo Collection</b>:"
		"lootlist_4"		"Contains an item from <b>The Arms Deal 2 Collection</b>:"
		"lootlist_5"		"Contains an item from <b>The eSports 2013 Winter Collection</b>:"
//		"lootlist_6"		
		"lootlist_7"		"Contains an item from <b>Winter Offensive Weapon Case</b>:"
//		"lootlist_8"		
//		"lootlist_9"		
		"lootlist_10"		"Contains an item from <b>The Arms Deal 3 Collection</b>:"
		"lootlist_11"		"Contains an item from <b>The Phoenix Collection</b>:"
//		"lootlist_12"		
//		"lootlist_13"		
//		"lootlist_14"		
//		"lootlist_15"		
//		"lootlist_16"		
		"lootlist_17"		"Contains an item from <b>The Huntsman Collection</b>:"
		"lootlist_18"		"Contains an item from <b>The Breakout Collection</b>:"
		"lootlist_19"		"Contains an item from <b>The eSports 2014 Summer Collection</b>:"
//		"lootlist_20"
//		"lootlist_21"

		"lootlist_22"	"Contains a souvenir from <b>The Dust 2 Collection</b>:"
		"lootlist_23"	"Contains a souvenir from <b>The Inferno Collection</b>:"
		"lootlist_24"	"Contains a souvenir from <b>The Mirage Collection</b>:"
		"lootlist_25"	"Contains a souvenir from <b>The Nuke Collection</b>:"
		"lootlist_26"	"Contains a souvenir from <b>The Cache Collection</b>:"
		"lootlist_27"	"Contains a souvenir from <b>The Cobblestone Collection</b>:"
		"lootlist_28"	"Contains a souvenir from <b>The Overpass Collection</b>:"

				
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		// Season/Operation Challenge coin level up chat text
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		"SEASON1_Coin_LevelUp_Silver"	" %s1 has leveled up their Operation Bravo Challenge Coin to  SILVER!"
		"SEASON1_Coin_LevelUp_Gold"		" %s1 has leveled up their Operation Bravo Challenge Coin to  	GOLD!!"
		"SEASON3_Coin_LevelUp_Silver"	" %s1 has leveled up their Operation Phoenix Challenge Coin to  SILVER!"
		"SEASON3_Coin_LevelUp_Gold"		" %s1 has leveled up their Operation Phoenix Challenge Coin to  	GOLD!!"
		"SEASONX_Coin_LevelUp_Silver"	" %s1 has leveled up their Operation Challenge Coin to  SILVER!"
		"SEASONX_Coin_LevelUp_Gold"		" %s1 has leveled up their Operation Challenge Coin to  	GOLD!!"



		// Music Kits
		"CSGO_musickit_desc"					"This Music Kit will replace all of the music in the game and is shareable with anyone you are playing with. It also includes an MVP Anthem that plays for everyone in the match when you are MVP.\n\nThe Music Kit replaces the following music:\n- Main Menu\n- Round Start and End\n- Map Objective\n- Ten Second Warning\n- Death Camera"

		"musickit_valve_csgo_01"				"CS:GO"
		"musickit_valve_csgo_01_desc"			"The default CS:GO music. It's classic."

		"musickit_danielsadowski_01"			"Daniel Sadowski, Crimson Assault"
		"musickit_danielsadowski_01_desc"		"Video Game Composer Daniel Sadowski delivers Edgy Action mixed with CRAZY FAT beats in this pulsating, exhilarating Music Pack."
		"coupon_danielsadowski_01"			"MusicKit | Daniel Sadowski, Crimson Assault"
		"coupon_danielsadowski_01_stattrak""StatTrak™ MusicKit | Daniel Sadowski, Crimson Assault"

		"musickit_noisia_01"				    "Noisia, Sharpened"
		"musickit_noisia_01_desc"				"Dutch Electronic Trio Noisia brings a tough, cinematic feel with a unique blend of tradition and progression."
		"coupon_noisia_01"					"MusicKit | Noisia, Sharpened"
		"coupon_noisia_01_stattrak"		"StatTrak™ MusicKit | Noisia, Sharpened"

		"musickit_robertallaire_01"				"Robert Allaire, Insurgency"
		"musickit_robertallaire_01_desc"		"Music to crush your enemies see them driven before you from award winning composer Robert Allaire."
		"coupon_robertallaire_01"			"MusicKit | Robert Allaire, Insurgency"
		"coupon_robertallaire_01_stattrak"			"StatTrak™ MusicKit | Robert Allaire, Insurgency"

		"musickit_seanmurray_01"				"Sean Murray, A*D*8"
		"musickit_seanmurray_01_desc"			"From the composer of two of the world's biggest war games, comes a sonic loadout that will bring your enemies to Hell's Gate!!"
		"coupon_seanmurray_01"				"MusicKit | Sean Murray, A*D*8"
		"coupon_seanmurray_01_stattrak"	"StatTrak™ MusicKit | Sean Murray, A*D*8"

		"musickit_dren_01"					    "Dren, Death's Head Demolition"
		"musickit_dren_01_desc"					"From game music composer Dren, this cinematic, superhero-metal inspired music pack puts the 'ill' into KILL!"
		"coupon_dren_01"					"MusicKit | Dren, Death's Head Demolition"
		"coupon_dren_01_stattrak"			"StatTrak™ MusicKit | Dren, Death's Head Demolition"

		"musickit_feedme_01"				    "Feed Me, High Noon"
		"musickit_feedme_01_desc"				"Renowned elecronic musician Feed Me, brings a western corral showdown into a modern electronic space."
		"coupon_feedme_01"					"MusicKit | Feed Me, High Noon"
		"coupon_feedme_01_stattrak"		"StatTrak™ MusicKit | Feed Me, High Noon"

		"musickit_austinwintory_01"				"Austin Wintory, Desert Fire"
		"musickit_austinwintory_01_desc"		"Grammy nominated game composer Austin Wintory asks, why bother hunting your enemies when you can lure them in with a deadly, admittedly insane, tango?"
		"coupon_austinwintory_01"			"MusicKit | Austin Wintory, Desert Fire"
		"coupon_austinwintory_01_stattrak"	"StatTrak™ MusicKit | Austin Wintory, Desert Fire"

		"musickit_sasha_01"				    	"Sasha, LNOE"
		"musickit_sasha_01_desc"				"Immerse yourself in this cinematic soundtrack full of soaring strings, pulsating melodies and driving drums from the world renowned DJ / Producer Sasha"
		"coupon_sasha_01"					"MusicKit | Sasha, LNOE"	
		"coupon_sasha_01_stattrak"			"StatTrak™ MusicKit | Sasha, LNOE"	

		"musickit_skog_01"				    	"Skog, Metal"
		"musickit_skog_01_desc"					"A lesson in aggression from Metal producer, Skog."
		"coupon_skog_01"					"MusicKit | Skog, Metal"
		"coupon_skog_01_stattrak"			"StatTrak™  MusicKit | Skog, Metal"

		"musickit_midnightriders_01"			"Midnight Riders, All I Want for Christmas"
		"musickit_midnightriders_01_desc"		"\"HAPPY HOLIDAYS, ****ERS!\"\n    -Midnight Riders"
		"coupon_midnightriders_01"			"MusicKit | Midnight Riders, All I Want for Christmas"
		"coupon_midnightriders_01_stattrak""StatTrak™ MusicKit | Midnight Riders, All I Want for Christmas"

		"musickit_mattlange_01"					"Matt Lange, IsoRhythm"
		"musickit_mattlange_01_desc"			"Indulge your aural senses in a collection of cinematic, glitchy atmospheres and hard-hitting throbbing rhythms by electronic producer and innovator Matt Lange."
		"coupon_mattlange_01"				"MusicKit | Matt Lange, IsoRhythm"
		"coupon_mattlange_01_stattrak"		"StatTrak™ MusicKit | Matt Lange, IsoRhythm"

		"musickit_mateomessina_01"				"Mateo Messina, For No Mankind"
		"musickit_mateomessina_01_desc"			"Own your enemies. Pure intensity by Grammy winning composer, Mateo Messina."
		"coupon_mateomessina_01"			"MusicKit | Mateo Messina, For No Mankind"
		"coupon_mateomessina_01_stattrak"	"StatTrak™ MusicKit | Mateo Messina, For No Mankind"

		"musickit_hotlinemiami_01"				"Various Artists, Hotline Miami"
		"musickit_hotlinemiami_01_desc"			"A multitude of electronic artists deliver brutal beats in this exhilarating Music Pack from the iconic Hotline Miami."
		"coupon_hotlinemiami_01"			"MusicKit | Various Artists, Hotline Miami"
		"coupon_hotlinemiami_01_stattrak"	"StatTrak™ MusicKit | Various Artists, Hotline Miami"

		"musickit_danielsadowski_02"			"Daniel Sadowski, Total Domination"
		"musickit_danielsadowski_02_desc"		"Composer Daniel Sadowski raises the bar with aggressive electronic beats, creative sound fx and an exhilerating, driving, futuristic vibe. \"Warning: Will cause a rise in adrenaline!\""
		"coupon_danielsadowski_02"			"MusicKit | Daniel Sadowski, Total Domination"
		"coupon_danielsadowski_02_stattrak""StatTrak™ MusicKit | Daniel Sadowski, Total Domination"

		"musickit_damjanmravunac_01"			"Damjan Mravunac, The Talos Principle"
		"musickit_damjanmravunac_01_desc"		"Composer Damjan Mravunac blends energetic cinematic grooves with epic choirs in this music pack featuring music from Croteam's critically acclaimed title \"The Talos Principle\"."
		"coupon_damjanmravunac_01"			"MusicKit | Damjan Mravunac, The Talos Principle"
		"coupon_damjanmravunac_01_stattrak""StatTrak™ MusicKit | Damjan Mravunac, The Talos Principle"

		"musickit_proxy_01"						"Proxy, Battlepack"
		"musickit_proxy_01_desc"				"Russian Heavy Electronica Artist PROXY brings his own Unique heavy artillery to Counter Strike. Hybrid audio Weaponry fused with the finest studio technology makes this pack unique."
		"coupon_proxy_01"					"MusicKit | Proxy, Battlepack"
		"coupon_proxy_01_stattrak"			"StatTrak™ MusicKit | Proxy, Battlepack"

		"musickit_kitheory_01"					"Ki:Theory, MOLOTOV"
		"musickit_kitheory_01_desc"				"Recording artist and DOTA TI4 performer, Ki:Theory drops BOMBS with this searing set of razor edge dark electronic rock."
		"coupon_kitheory_01"				"MusicKit | Ki:Theory, MOLOTOV"		
		"coupon_kitheory_01_stattrak"		"StatTrak™ MusicKit | Ki:Theory, MOLOTOV"

		"musickit_troelsfolmann_01"				"Troels Folmann, Uber Blasto Phone"
		"musickit_troelsfolmann_01_desc"		"Triumphant Blastophones combine with contemporary Uberpulse in this explosive collection by ultra award winning composer Troels Folmann."
		"coupon_troelsfolmann_01"			"MusicKit | Troels Folmann, Uber Blasto Phone"
		"coupon_troelsfolmann_01_stattrak"	"StatTrak™ MusicKit | Troels Folmann, Uber Blasto Phone"

		"musickit_kellybailey_01"				"Kelly Bailey, Hazardous Environments"
		"musickit_kellybailey_01_desc"			"Kelly Bailey, composer of Valve's Half-Life series, creates an arsenal of apocalyptic new music inspired by the darker side of the Half-Life universe."
		"coupon_kellybailey_01"				"MusicKit | Kelly Bailey, Hazardous Environments"
		"coupon_kellybailey_01_stattrak"	"StatTrak™ MusicKit | Kelly Bailey, Hazardous Environments"

		"musickit_skog_02"						"Skog, II-Headshot"
		"musickit_skog_02_desc"					"Metal composer and producer Jocke Skog returns with an all new, hard hitting metal kit, turning the rest of the CS:GO Music Kits into something cute, warm and fuzzy. Now go become MVP so everyone can hear your awesomeness!"
		"coupon_skog_02"					"MusicKit | Skog, II-Headshot"
		"coupon_skog_02_stattrak"			"StatTrak™ MusicKit | Skog, II-Headshot"

		"musickit_danielsadowski_03"			"Daniel Sadowski, The 8-Bit Kit"
		"musickit_danielsadowski_03_desc"		"Daniel Sadowski creates the first ever 8-bit Music Kit for Counter-Strike complete with authentic 8-bit sounds."
		"coupon_danielsadowski_03"			"MusicKit | Daniel Sadowski, The 8-Bit Kit"
		"coupon_danielsadowski_03_stattrak""StatTrak™ MusicKit | Daniel Sadowski, The 8-Bit Kit"

		"musickit_awolnation_01"				"AWOLNATION, I Am"
		"musickit_awolnation_01_desc"			"AWOLNATION Alternative Rocker AWOLNATION brings you a music kit for the ages. This kit is jam-packed with an eclectic selection of tunes and includes cuts from singles 'I Am' and multi-platinum hit 'Sail'."
		"coupon_awolnation_01"				"MusicKit | AWOLNATION, I Am"
		"coupon_awolnation_01_stattrak"	"StatTrak™ MusicKit | AWOLNATION, I Am"

		"musickit_mordfustang_01"				"Mord Fustang, Diamonds"
		"musickit_mordfustang_01_desc"			"Diamonds. They are forever. Dive into the arpeggiotron of Mord Fustang with this fresh set of grooves and atmospheres."
		"coupon_mordfustang_01"				"MusicKit | Mord Fustang, Diamonds"
		"coupon_mordfustang_01_stattrak"	"StatTrak™ MusicKit | Mord Fustang, Diamonds"

		"musickit_michaelbross_01"				"Michael Bross, Invasion!"
		"musickit_michaelbross_01_desc"			"Michael Bross conjures epic / cinematic techno-grunge to make you feel like a true badass in battle."
		"coupon_michaelbross_01"			"MusicKit | Michael Bross, Invasion!"
		"coupon_michaelbross_01_stattrak"	"StatTrak™ MusicKit | Michael Bross, Invasion!"

		"musickit_ianhultquist_01"				"Ian Hultquist, Lion's Mouth"
		"musickit_ianhultquist_01_desc"			"Mixing pulsating strings and synths with pounding war drums, prepare yourself for battle with this thunderous soundtrack from composer Ian Hultquist."
		"coupon_ianhultquist_01"			"MusicKit | Ian Hultquist, Lion's Mouth"
		"coupon_ianhultquist_01_stattrak"	"StatTrak™ MusicKit | Ian Hultquist, Lion's Mouth"

		"musickit_newbeatfund_01"				"New Beat Fund, Sponge Fingerz"
		"musickit_newbeatfund_01_desc"			"Sunny surf rock with elements of hip-hop, punk and garage pop. Keep it real and get headshots."
		"coupon_newbeatfund_01"				"MusicKit | New Beat Fund, Sponge Fingerz"
		"coupon_newbeatfund_01_stattrak"	"StatTrak™ MusicKit | New Beat Fund, Sponge Fingerz"

		"musickit_beartooth_01"					"Beartooth, Disgusting"
		"musickit_beartooth_01_desc"			"Beartooth brings an agressive back-to-basics hardcore stomp that gets crowds moving and breaking stuff. A perfect soundtrack for your no-scope scout frags. Rock 'till you're dead."
		"coupon_beartooth_01"				"MusicKit | Beartooth, Disgusting"
		"coupon_beartooth_01_stattrak"		"StatTrak™ MusicKit | Beartooth, Disgusting"

		"musickit_lenniemoore_01"				"Lennie Moore, Java Havana Funkaloo"
		"musickit_lenniemoore_01_desc"			"Game Composer Lennie Moore serves an aromatic, spicy blend of Jazzy Funk. Delicious when served cold, like the corpses of your enemies after you're done with them."
		"coupon_lenniemoore_01"				"MusicKit | Lennie Moore, Java Havana Funkaloo"
		"coupon_lenniemoore_01_stattrak"	"StatTrak™ MusicKit | Lennie Moore, Java Havana Funkaloo"

		"musickit_darude_01"					"Darude, Moments CSGO"
		"musickit_darude_01_desc"				"Yield freely in the soundscapes of Finnish producer Darude's familiar musical flavours and tones. Enriching yourself with access to a heavy fusion of progressive overtones and scores of tingling melodic structure from the sounds banks of one of dance music's most renowned pioneers."
		"coupon_darude_01"					"MusicKit | Darude, Moments CS:GO"
		"coupon_darude_01_stattrak"			"StatTrak™ MusicKit | Darude, Moments CS:GO"

		"musickit_beartooth_02"				"Beartooth, Aggressive"
		"musickit_beartooth_02_desc"		"Beartooth is back for round two. This new music kit hits harder and is even more aggressive. We've also made the MVP anthem extra heavy so your opponents feel really bad after they've lost to you."
		"coupon_beartooth_02"				"MusicKit | Beartooth, Aggressive"
		"coupon_beartooth_02_stattrak"		"StatTrak™ MusicKit | Beartooth, Aggressive"

		"musickit_blitzkids_01"				"Blitz Kids, The Good Youth"
		"musickit_blitzkids_01_desc"		"British Pop/Punk band Blitz Kids brings you the perfect music kit for rushing B while thinking about those night drives you had with your friends in High School. This kit is for going fast and feeling young."
		"coupon_blitzkids_01"				"MusicKit | Blitz Kids, The Good Youth"
		"coupon_blitzkids_01_stattrak"		"StatTrak™ MusicKit | Blitz Kids, The Good Youth"

		"musickit_hundredth_01"				"Hundredth, FREE"
		"musickit_hundredth_01_desc"		"Hundredth is bringing heavy to the world with their unique take on melodic hardcore. Break free or return to Dust with this perfect soundtrack for fragging the unworthy."
		"coupon_hundredth_01"				"MusicKit | Hundredth, FREE"
		"coupon_hundredth_01_stattrak"		"StatTrak™ MusicKit | Hundredth, FREE"

		"musickit_neckdeep_01"				"Neck Deep, Life's Not Out To Get You"
		"musickit_neckdeep_01_desc"			"Sometimes you just need some Pop Punk to get you through the day. Whether it is dealing with campers or losing a massive kill streak, Neck Deep is here to prove that Life's Not Out To Get You, but the other team still is."
		"coupon_neckdeep_01"				"MusicKit | Neck Deep, Life's Not Out To Get You"
		"coupon_neckdeep_01_stattrak"		"StatTrak™ MusicKit | Neck Deep, Life's Not Out To Get You"

		"musickit_roam_01"				"Roam, Backbone"
		"musickit_roam_01_desc"			"Roam delivers fast, straight-forward Pop Punk that gets crowd and players alike moving. Prove you have a Backbone with this perfect soundtrack for rushing in and obliterating the other team before they even realize they're deadweight."
		"coupon_roam_01"				"MusicKit | Roam, Backbone"
		"coupon_roam_01_stattrak"		"StatTrak™ MusicKit | Roam, Backbone"

		"musickit_twinatlantic_01"			"Twin Atlantic, GLA"
		"musickit_twinatlantic_01_desc"		"Heavier, rowdier, and louder than ever, Twin Atlantic comes to CS:GO ready to help you melt the faces with the firepower of Scottish rock."
		"coupon_twinatlantic_01"			"MusicKit | Twin Atlantic, GLA"
		"coupon_twinatlantic_01_stattrak"	"StatTrak™ MusicKit | Twin Atlantic, GLA"

		"musickit_skog_03"				"Skog, III-Arena"
		"musickit_skog_03_desc"			"Skog is back with a third crushing metal kit. This time with an electro-organic twist to the music, combining massive guitar riffs with equally massive drops, loop elements and drones."
		"coupon_skog_03"				"MusicKit | Skog, III-Arena"
		"coupon_skog_03_stattrak"		"StatTrak™ MusicKit | Skog, III-Arena"


//////////////////

	"csgo_thousands_separator"			"," // Note: This only supports , and .


///////////////////////////////////////////////////////////////////////////////////////////////////////////////
		// Quests!
		
		"quest"										"Mission"

		"quest_desc"								""

		"quest_totalgoal_points_desc"				"Total %actions% required： <b>%points%</b>" // special non-breaking space characters in this string, edit carefully!
		"quest_attrremaining_points_desc"			"Remaining %actions%： <b>%points%</b>" // special non-breaking space characters in this string, edit carefully!
		"quest_uncommitted_points_desc"				"Remaining %actions%： <b>%points%</b> (<b>%points uncommitted%</b> earned this match)" // special non-breaking space characters in this string, edit carefully!
		"quest_uncommitted_points_warn"				" * <i>%actions% will be recorded at end of match</i>"
	
		"quest_uncommitted_points_chat_one"	" Mission fulfilled: %action% scored."
		"quest_uncommitted_points_chat_singular"	" Mission progress: +%points% %action% scored."
		"quest_uncommitted_points_chat_plural"		" Mission progress: +%points% %actions% scored."
		"quest_uncommitted_points_chat_event"		" Blitz Mission: %action% scored."		

		"quest_reward_desc"								"This mission rewards from\n<b>%s1</b>:"

		"quest_reward_xp"									"Mission Reward: <b>%s1</b> XP"

		"quest_event_totalgoal_points_desc"					"Earn boosted XP for every <b>%action%</b> during this event."
		
		"quest_bonus_desc"								"Bonus: +<b>%xpperbonusaction%</b> XP per %action%—<i>%xpbonuscondition%.</i>"
		"quest_bonus_fractional_desc"			"Bonus: +<b>%xpperbonusactions%</b> XP per <b>%n_actions%</b> %actions%—<i>%xpbonuscondition%.</i>"
		"quest_bonus_single_desc"					"Bonus: +<b>%xpperbonusaction%</b> XP—<i>%xpbonuscondition%.</i>"


		"quest_target_chicken"						    "chicken "
		"quest_target_human_or_chicken"			  "human or chicken "

		"quest_action_plural_act_kill_human"							"kills"
		"quest_action_singular_act_kill_human"						"kill"

		"quest_action_plural_act_kill_chicken"						"kills"
		"quest_action_singular_act_kill_chicken"					"kill"		

		"quest_action_plural_act_kill_target"							"assassinations"
		"quest_action_singular_act_kill_target"						"assassination"		

		"quest_action_plural_act_damage"									"damage"
