		"SFUI_MainMenu_News_Title"			"News"
		"SFUI_InvTooltip_StickerCapsuleTag"	"Sticker Collection"
		"SFUI_InvTooltip_SprayCapsuleTag"	"Graffiti Collection"
		"SFUI_InvTooltip_StickerCategoryTag"	"Sticker Type"
		"SFUI_InvTooltip_StickerCategory_TeamLogo"			"Team Logo"
		"SFUI_InvTooltip_StickerCategory_PlayerSignature"	"Player Autograph"
		"SFUI_InvTooltip_StickerCategory_Tournament"		"Tournament"
		"SFUI_InvTooltip_StickerCategory_Decorative"		"Decorative"				
		"SFUI_InvTooltip_SprayCategoryTag"	"Graffiti Type"
		"SFUI_InvTooltip_SprayCategory_TeamLogo"			"Team Logo"
		"SFUI_InvTooltip_SprayCategory_PlayerSignature"	"Player Autograph"
		"SFUI_InvTooltip_SprayCategory_Tournament"		"Tournament"
		"SFUI_InvTooltip_SprayCategory_Decorative"		"Decorative"				
		"SFUI_InvTooltip_set_inferno"		"Inferno"
		"SFUI_InvTooltip_set_dust"			"Dust"
		"SFUI_InvTooltip_set_vertigo"		"Vertigo"
		"SFUI_InvTooltip_set_aztec"			"Aztec"
		"SFUI_InvTooltip_set_assault"		"Assault"
		"SFUI_InvTooltip_set_militia"		"Militia"
		"SFUI_InvTooltip_set_nuke"			"Nuke"
		"SFUI_InvTooltip_set_office"		"Office"
		"SFUI_InvTooltip_set_esports"		"eSports"
		"SFUI_InvTooltip_Wear"				"Exterior:"
		"SFUI_InvTooltip_WearTag"			"Exterior"
		"SFUI_InvTooltip_Wear_Amount_0"		"Factory New"
		"SFUI_InvTooltip_Wear_Amount_1"		"Minimal Wear"
		"SFUI_InvTooltip_Wear_Amount_2"		"Field-Tested"
		"SFUI_InvTooltip_Wear_Amount_3"		"Well-Worn"
		"SFUI_InvTooltip_Wear_Amount_4"		"Battle-Scarred"
		"SFUI_InvTooltip_Wear_Amount_NA"	"Not Painted"
		"SFUI_InvTooltip_TournamentTag"		"Tournament"
		"SFUI_InvTooltip_TournamentTeamTag"	"Team"
		"SFUI_InvTooltip_ProPlayerTag"		"Professional Player"
		"SFUI_InvTooltip_ProPlayerTagFmt"	"%s1 (%s2)"
		"SFUI_InvTooltip_heavy"				"Heavy"
		"SFUI_InvTooltip_secondary"			"Pistol"
		"SFUI_InvTooltip_rifle"				"Rifle"
		"SFUI_InvTooltip_smg"				"SMG"
		"SFUI_InvTooltip_melee"				"Knife"
		"SFUI_InvTooltip_flair0"			"Display"
		"SFUI_InvTooltip_Consumable"		"This item is a limited-use item \nNumber of uses: 1"
		"SFUI_InvTooltip_ConsumableSpray"	"This item is a limited-use item \nUnseal it once for <b>50</b> charges"
		"SFUI_InvTooltip_ConsumableSprayPaint"	"This item is a limited-use item \nAutomatically removed when out of charges"
		"SFUI_InvTooltip_SprayPaint_Not_Equipped"	"No Graffiti Equipped"
		"SFUI_InvTooltip_Default_Tool"		"This item can be used multiple times\nNumber of uses: Unlimited"
		"SFUI_InvTooltip_Crate"				"You must use the <b>%s1</b> to open this container"
		"SFUI_InvTooltip_Keyless_Case"      "This package does not require a key to open"
		"SFUI_InvTooltip_MusicKit"			"Music Kit"
		"SFUI_InvTooltip_Clothing"			"Gloves"
		"SFUI_InvAction_Choose_Item"		"<b><font color='#FFFFFF'>Choose an item</b></font> to use with your <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvAction_Choose_Tool_decodable"		"<b><font color='#FFFFFF'>Choose a Key</b></font> to open <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvAction_Choose_Tool_nameable"		"<b><font color='#FFFFFF'>Choose a Name Tag</b></font> to use on <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvAction_Choose_Tool_can_sticker"	"<b><font color='#FFFFFF'>Choose a Sticker</b></font> to use on <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvAction_Choose_Item_decodable"      "<b><font color='#FFFFFF'>Choose a Container</b></font> to open with your <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvAction_Choose_Item_nameable"       "<b><font color='#FFFFFF'>Choose a Weapon</b></font> to use with your <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvAction_Choose_Item_can_sticker"    "<b><font color='#FFFFFF'>Choose a Weapon</b></font> to use with your <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvActionPreview_Choose_Item_can_sticker"    "<b><font color='#FFFFFF'>Choose a Weapon</b></font> to preview with <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvAction_No_Items"			"<b><font color='#FFFFFF'>You have no items</b></font> that you can use with <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvActionPreview_No_Items"    "<b><font color='#FFFFFF'>You have no items</b></font> that you can try out with <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvAction_SelectGift"         "<b><font color='#FFFFFF'>Select a gift to give"
		"SFUI_InvAction_Choose_Name_Tag"	"Choose a Weapon to name with your %s1"
		"SFUI_InvUse_Header_Crate"          "Use the <b><font color='#FFFFFF'>%s1</b></font> to open the <b><font color='#FFFFFF'>%s2</b></font>"
		"SFUI_InvUse_Header_decodable"		"Inspecting the <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvUse_Header_decodableKeyless""Inspecting the <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvUse_Header_nameable"		"Use Name Tag on <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvUse_Header_can_sticker"    "Use Sticker on <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvUse_HeaderPreview_can_sticker"    "Previewing Sticker on <b><font color='#FFFFFF'>%s1</b></font>"
		"SFUI_InvUse_Header_Desc"           "Use <b><font color='#FFFFFF'>%s1</b></font> to change the description of <b><font color='#FFFFFF'>%s2</b></font>"
		"SFUI_InvUse_Header_Sticker_Wear"   "Scrape Sticker"
		"SFUI_InvUse_BuyItem_Panel_Header"  "Choose a Key to Buy"
		"SFUI_InvUse_Warning_use_decodable" "Key can only be used once"
		"SFUI_InvUse_Warning_use_decodableKeyless" "This Container can only be opened once"
		"SFUI_InvUse_Warning_use_nameable"  "A Name Tag can only be used once"
		"SFUI_InvUse_Warning_use_can_sticker"  "A sticker can only be applied once"
		"SFUI_InvUse_Warning_usePreview_can_sticker"  "Buying this sticker will add it to your inventory. You will be able to apply it after the purchase."
		"SFUI_InvUse_Warning_decodable"		"Choose a key from your inventory to open this Container"
		"SFUI_InvUse_Warning_nameable"		"Choose a Name Tag from your inventory to use on this Weapon"
		"SFUI_InvUse_Warning_buy_decodable" "You need a <b><font color='#FFFFFF'>%s1</b></font> to open this Container"
		"SFUI_InvUse_Warning_buy_nameable"  "You need a <b><font color='#FFFFFF'>%s1</b></font> to rename this Weapon"
		"SFUI_InvUse_Open_Crate_Decoding"   "Unlocking Container..."
		"SFUI_InvUse_Open_Crate_Got_Item"   "You got a new Item"
		"SFUI_InvUse_Continue"              "Continue"
		"SFUI_InvUse_Equip_MusicKit"	    "Equip Music Kit"
		"SFUI_InvUse_Get_nameable"          "Buy Name Tag %s1"
		"SFUI_InvUse_Get_nameable_multi"    "Buy Name Tags %s1"
		"SFUI_InvUse_Get_decodable"         "Buy Key %s1"
		"SFUI_InvUse_Get_decodable_multi"   "Buy Keys %s1"
		"SFUI_InvUse_Get_pass"              "Buy Pass %s1"
		"SFUI_InvUse_Get_pass_multi"        "Buy Pass %s1"
		"SFUI_InvUse_Get_Quantity"          "QTY %s1"
		"SFUI_InvUse_Use_decodable"         "Use Key"
		"SFUI_InvUse_Use_decodableKeyless"  "Open Package"
		"SFUI_InvUse_Use_KeylessCapsule"	"Open Capsule"
		"SFUI_InvUse_Use_KeylessCapsuleDefault"	"Open"
	 
		"SFUI_InvUse_Use_nameable"          "Use Name Tag"
		"SFUI_InvUse_Use_can_sticker"       "Continue"
		"SFUI_InvUse_UsePreview_can_sticker""%s1 <b>Buy It</b> "
		"SFUI_InvUse_UsePreview_buy"        "%s1 <b>Buy It</b> "
		"SFUI_InvUse_Reset_nameable"        "Remove Name"
		"SFUI_InvUse_Reset_nameable_Warning" "Remove the name tag from this item, restoring its original name?\n(Previously applied Name Tag will be discarded)"
		"SFUI_InvUse_Remove_Stickers_Warning" "Remove all stickers applied to this item?\n(Previously applied stickers will be discarded)"
		"SFUI_InvUse_Apply_Stickers_Warning" "Are you sure you want to apply this sticker?"
		"SFUI_InvUse_Reset_Volume_Warning"  "<b><font size='11' color='#FFFFFF'>%s1</font></b>\n<font size='10' >Equipping a music kit will reset your music volume. You can always change your music volume in the Audio Settings.</font>"
		"SFUI_InvUse_Remove_Stickers"       "Remove All Stickers"
		"SFUI_InvUse_Stickers_Full"         "All Sticker positions are being used"
		"SFUI_InvUse_Pick_Tool_decodable"   "Choose Key"
		"SFUI_InvUse_Pick_Tool_nameable"    "Choose Name Tag"
		"SFUI_InvUse_Open_5"                "5"
		"SFUI_InvUse_Open_4"                "4"
		"SFUI_InvUse_Open_3"                "3"
		"SFUI_InvUse_Open_2"                "2"
		"SFUI_InvUse_Open_1"                "1"
		"SFUI_InvUse_Acknowledge_Title"     "You Have New Items"
		"SFUI_InvUse_Acknowledge_SubTitle"  "Acknowledge new items to access your Inventory"
		"SFUI_InvUse_Acknowledge_Equip_Revolver_Warning"   "When equipped, the R8 Revolver will replace the Deagle pistol slot.\nYou can always swap your guns in the Loadout menu."
		"SFUI_InvUse_Acknowledge_Equip_Later"   "Equip Later"
		"SFUI_InvUse_Acknowledge_Equip_Now"     "Equip Now"
		"SFUI_InvUse_Acknowledge_NextPage"  "Next Page"
		"SFUI_InvUse_Acknowledge_Gift"		"From: %s1"
		"SFUI_InvUse_Acknowledge_Quest"		"Mission Reward!"
		"SFUI_InvUse_Acknowledge_XpReward"	"XP Reward!"
		"SFUI_InvUse_Equipped_CT"           "CT"
		"SFUI_InvUse_Equipped_T"            "T"
		"SFUI_InvUse_Items_InCrate_Header"  "Items that might be in this case:"
		"SFUI_InvUse_Items_InStickerBox_Header" "Items that might be in this Sticker Capsule:"
		"SFUI_InvUse_Items_InContainer_Header" "Items that might be in this Container:"
		"SFUI_InvUse_Item_From_Crate"       "You got a new Item!"
		"SFUI_InvUse_Use_Name"              "Use This Name"
		"SFUI_InvUse_Use_Sticker"           "Apply Sticker"
		"SFUI_InvUse_Use_Spray"				"Activate Graffiti"
		"SFUI_InvUse_Pick_Sticker_slot"     "Next Position"
		"SFUI_InvUse_Diff_Sticker_Pos"      "Back"
		"SFUI_InvUse_Diff_Name"             "Try Again"
		"SFUI_InvUse_Pick_Another_Name"     "The name you choose is not valid. Try another Name"
		"SFUI_InvUse_Pick_Another_Slot"     "The sticker position you choose is not valid. Try another position"
		"SFUI_InvContextMenu_Journal"     	"Open Journal"
		"SFUI_InvContextMenu_Journal_Faq"   "Open Journal To Mission and XP F.A.Q."
		"SFUI_InvContextMenu_Leaderboards"  "Open Journal To Leaderboards"
		"SFUI_InvContextMenu_Stats"  		"Open Journal To Scorecards"
		"SFUI_InvContextMenu_Campaign"  	"Open Journal To %s1"
		"SFUI_InvContextMenu_Campaign_Map"  "CAMPAIGN MAP"
		"SFUI_InvContextMenu_BothTeams"     "Replace Both Teams"
		"SFUI_InvContextMenu_selectActionItem" "Select Item"    
		"SFUI_InvContextMenu_ct"            "CT Replace"
		"SFUI_InvContextMenu_t"             "T Replace"
		"SFUI_InvContextMenu_noteam"        "Replace"
		"SFUI_InvContextMenu_sprayreplace"  "Replace %s1"
		"SFUI_InvContextMenu_sprayequipped" "Already Equipped"
		"SFUI_InvContextMenu_sprayequip" 	"Equip This Graffiti"
		"SFUI_InvContextMenu_sprayempty" 	"Empty"
		"SFUI_InvContextMenu_flair"         "Display This Item"
		"SFUI_InvContextMenu_Unequip"       "Unequip"
		"SFUI_InvContextMenu_delete"        "Delete Item"
		"SFUI_InvContextMenu_tradeup"       "Use With Trade Up Contract"
		"SFUI_InvContextMenu_tradeup_More"  "Use With Trade Up Contract ( %s1/10 )"
		"SFUI_InvContextMenu_preview"       "Inspect"
		"SFUI_InvContextMenu_preview_musickit"       "Inspect - Preview Music"
		"SFUI_InvContextMenu_decodable"     "Unlock Container"
		"SFUI_InvContextMenu_sell"			"Sell On Community Market"
		"SFUI_InvContextMenu_openloadout"   "View Loadout Slot"
		"SFUI_InvContextMenu_inspectcase"	"Open..."
		"SFUI_InvContextMenu_useitem"	    "Use Item"
		"SFUI_InvContextMenu_usespray"	    "Open and Equip"
		"SFUI_InvContextMenu_nameable"	    "Rename"
		"SFUI_InvContextMenu_musickit"	    "Equip Music Kit"
		"SFUI_InvContextMenu_musickit_unequip"	    "Unequip Music Kit"
		"SFUI_InvContextMenu_nameable_use"	"Use Name Tag"
		"SFUI_InvContextMenu_sticker_use"   "Apply Sticker"
		"SFUI_InvContextMenu_usegift"		"Give Gift"
		"SFUI_InvContextMenu_recipe"		"Open Contract"
		"SFUI_InvContextMenu_can_sticker"	"Apply Sticker"
		"SFUI_InvContextMenu_can_PickEm"	"Open Tournament Page To Place"
		"SFUI_InvContextMenu_can_sticker_Wear"   "Scrape Sticker"
		"SFUI_InvContextMenu_can_sticker_Wear_full"   "Scrape Sticker"
		"SFUI_InvContextMenu_open_package"	"Open..."
		"SFUI_InvContextMenu_can_stattrack_swap"   "Open StatTrak™ Swap Tool"
		"SFUI_InvEquippedItem"				"Equipped <b><font color='#FFFFFF'>%s1</b></font> for <b><font color='#FFFFFF'>%s2</font></b>"
		"SFUI_InvEquippedFlair"				"Equipped <b><font color='#FFFFFF'>%s1</b></font> for <b><font color='#FFFFFF'>Display</font></b>"
		"SFUI_InvEquippedMusickit"			"Equipped <b><font color='#FFFFFF'>%s1</b></font> in <b><font color='#FFFFFF'>Music Slot</font></b>"
		"SFUI_InvUnequippedMusickit"		"Unequipped <b><font color='#FFFFFF'>%s1</b></font> from <b><font color='#FFFFFF'>Music Slot</font></b>"
		"SFUI_InvEquippedSpray"				"Equipped <b><font color='#FFFFFF'>%s1</b></font> in <b><font color='#FFFFFF'>Graffiti Slot</font></b>"
		"SFUI_InvEquippedItem_BothTeams"	"Both Teams"
		"SFUI_InvError_Delete_Item"			"Are you sure you want to delete \n<b><font color='#FFFFFF'>%s1 ?</font></b>"
		"SFUI_InvError_Refuse_Mission"		"Are you sure you want to delete \n<b><font color='#FFFFFF'>%s1 ?</font></b> \n<b>"
		"SFUI_InvError_Refuse_Mission_Text"	"After deletion, complete a match to earn your next mission."
		"SFUI_InvError_Open_Package"		"Are you sure you want to open \n<b><font color='#FFFFFF'>%s1 ?</font></b>"
		"SFUI_InvError_Unpack_Spray"		"Are you sure you want to unseal and equip \n<b><font color='#FFFFFF'>%s1</font></b>?\n\nYou will get non-tradable graffiti that can be applied to the in-game world <b>50</b> times."
		"SFUI_InvError_Unpack_Spray_combine"	"You already have <b>%s2</b> charges of \n<b><font color='#FFFFFF'>%s1</font></b>.\n\nUnsealing will add <b>50</b> non-tradable charges to that graffiti."	
		"SFUI_InvError_Give_Gift"			"Are you sure you want to open \n<b><font color='#FFFFFF'>%s1</font></b> for people in this match?"
		"SFUI_InvError_Gift_Given"          "The <b><font color='#FFFFFF'>%s1</font></b> has been sent!"
		"SFUI_InvError_Spray_Unpacked"      "Use <font color='#ddbb22'><b>${+spray_menu}</b></font> in-game to apply graffiti."
		"SFUI_InvError_Delete_Item_Btn"		"Delete Item"
		"SFUI_InvError_Refuse_Item_Btn"		"Delete Mission"
		"SFUI_InvError_Item_Not_Given"		"We are unable to retrieve your item.  Please try again later."
		"SFUI_InvError_Steam_Overlay_Disabled"		"The Steam Overlay is disabled.  Enable the Overlay in your Steam settings to view the Steam Community Market."
		"SFUI_InvError_OpenCrate_PauseMenu"	"You cannot open a container during a match. You can open them from the Main Menu."
		"SFUI_InvError_InvValid_Error"      "Failed to retrieve your items from the server.  Please try to access your Inventory at a later time."
		"SFUI_CraftContextMenu_Add"         "Select for exchange"
		"SFUI_CraftContextMenu_Remove"      "Clear from exchange"
		"SFUI_Crafting_Warning"				"The exchange of goods in the fulfillment of this contract is permanent. Exterior finish of received item will vary."
		"SFUI_Crafting_Exchange"			"Proceed..."
		"SFUI_Crafting_Sign"				"Submit Contract"
		"SFUI_Crafting_Cancel"				"Cancel"
		"SFUI_Crafting_Remove_Goods"		"Clear Items"
		"SFUI_Crafting_Sign_Here_label"		"Sign Here"
		"SFUI_Crafting_Market_Link"			"Fill this contract with items from the Market"
		"SFUI_Crafting_Items_Remain"		"%s1 Selected for Exchange"
		"SFUI_Crafting_Items_Inv"			"%s1 Eligible for Exchange"
		"SFUI_Crafting_Castle_TagLine1"     "PACKAGES WITHOUT BORDERS"
		"SFUI_Crafting_Castle_TagLine2"     "FLYING OVER THE RED TAPE"
		"SFUI_Crafting_Castle_TagLine3"     "BORDER INSPECTIONS NOT A PROBLEM"
		"SFUI_Crafting_Castle_TagLine4"     "WHEN NORMAL SHIPPING CHANNELS AREN'T AN OPTION"
		"SFUI_Crafting_Castle_TagLine5"     "WE AVOID CUSTOMS"
		"SFUI_Crafting_Castle_TagLine6"     "UNDER THE RADAR. ONTO YOUR DOORSTEP."
		"SFUI_Stattrak_Swap_Confirm"     	"Confirm Swap"
		"SFUI_Stattrak_Swap_Remain"			"%s1 Selected for Swap"
		"SFUI_Stattrak_Swap_Inv"			"%s1 Eligible for Swap"
		"SFUI_Statrak_Swap_Warning"			"This StatTrak™ Swap Tool can only be used once"
		"SFUI_Statrak_ContextMenu_Add"      "Select for swap"
		"SFUI_Statrak_ContextMenu_Remove"   "Clear from swap"
		
		
		"SFUI_Sticker_Remove"           	"Remove Sticker"
		"SFUI_Sticker_Remove_Desc"          "Scraping this sticker further will remove it from the item and it will be destroyed." 
		"SFUI_Sticker_Wear_Warning"         "Scraping a sticker will make it look more worn. You can scrape the same sticker multiple times, making it a bit more worn each time. Scraping a sticker enough will remove the sticker.\n<font color='#ff0000'>The results are permanent!</font>" 
		"SFUI_Sticker_Wear_Warning_Full"    "No more stickers can be added to this item. Scrape off an existing sticker to make room for a new one." 
		"SFUI_Sticker_Wear_How_To"   		"Clicking on a sticker will increase its wear a little bit. Scrape it enough and the sticker will be removed.\n<font color='#ff0000'>There is no undo and the results are permanent.</font>"
